Student ID,Q1TC1,Q1TC2,Q1TC3,Q2TC1,Q2TC2,Q2TC3,Q3TC1,Q3TC2,Q3TC3,Q4TC1,Q4TC2,Q4TC3,Q5TC1,Q5TC2,Q5TC3,Q6TC1,Q6TC2,Q6TC3,Q6TC4,Q7TC1,Q7TC2,Q7TC3,Total Score
#borrele,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,25
